Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Kashima Maru,Bulk Carrier,93288,182652,2013,292,In Service,First Marine,First Marine,First Marine,Panama,Fitted,IFO 380,Diesel 2-Stroke,,,2400,17780,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.23,45,MAN Energy Solutions,Japan,Japan,1680,Bulkers,63.3
Frontier Jacaranda,Bulk Carrier,93288,182757,2011,292,In Service,Asahi Shipping,Nippon Yusen Kaisha,Asahi Shipping,Panama,,IFO 380,Diesel 2-Stroke,,,2400,17780,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,Japan,Japan,1667,Bulkers,63.3
Frontier Neige,Bulk Carrier,93288,182737,2011,292,In Service,Kumiai Senpaku KK,Kumiai Senpaku KK,Kumiai Senpaku KK,Panama,,IFO 380,Diesel 2-Stroke,,,,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,Japan,Japan,1637,Bulkers,63.3
Coronet,Bulk Carrier,93286,182674,2011,292,In Service,Unisea Shipping,Unisea Shipping,Unisea Shipping,Liberia,,IFO 380,Diesel 2-Stroke,,,2400,17780,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,13.9,18.23,45,MAN Energy Solutions,Japan,Greece,1669,Bulkers,66
Alpha Liberty,Bulk Carrier,93274,179276,2011,292,In Service,Alpha Bulkers,Alpha Tankers,Alpha Bulkers,Greece,,IFO 380,Diesel 2-Stroke,,,,15861,IFO 380,,,,,,N,6S70MC-C8.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,18.22,45,MAN Energy Solutions,South Korea,Greece,2430,Bulkers,67
Phar Lap,Bulk Carrier,93274,179276,2011,292,In Service,Golden Union,Golden Union,Golden Union,Panama,,IFO 380,Diesel 2-Stroke,,,,18660,IFO 380,,,,,,N,6S70MC-C8.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,18.22,45,MAN Energy Solutions,South Korea,Greece,2429,Bulkers,67
Cape Amanda,Bulk Carrier,93235,182741,2011,292,In Service,K-Line Bulk Shpg.,K-Line,K-Line Bulk Shpg.,Panama,,IFO 380,Diesel 2-Stroke,,,2400,17780,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,Japan,Japan,1672,Bulkers,63.3
Cape Canary,Bulk Carrier,93235,182577,2009,292,In Service,K-Line Bulk Shpg.,K-Line,K-Line Bulk Shpg.,Japan,,IFO 380,Diesel 2-Stroke,,,2400,13560,IFO 380,,,,,,N,6S60ME-C7.1,S60,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,Japan,Japan,1634,Bulkers,63.3
ESL Dolphin,Bulk Carrier,93228,179527,2011,291.97,In Service,Blue Dolphin Nav,Blue Dolphin Nav,Blue Dolphin Nav,Liberia,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,China P.R.,2284,Bulkers,
Frontier Bonanza,Bulk Carrier,93228,179435,2010,291.97,In Service,Wisdom Marine Group,Wisdom Marine Group,Wisdom Marine Group,Panama,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,18.22,45,MAN Energy Solutions,South Korea,Taiwan,2267,Bulkers,
Shagang Hongchang,Bulk Carrier,93228,179469,2011,291.97,In Service,Unisea Shipping,Unisea Shipping,Jiangsu Shagang,Liberia,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,Greece,2409,Bulkers,
Frontier Rose,Bulk Carrier,93228,179266,2012,291.97,In Service,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Japan,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,Japan,2391,Bulkers,
Shagangfirst Star,Bulk Carrier,93228,179488,2011,291.97,In Service,Everest Shipping,Jiangsu Shagang,Everest Shipping,Panama,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,China P.R.,2285,Bulkers,
Frontier Explorer,Bulk Carrier,93228,179376,2010,291.97,In Service,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Panama,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,18.22,45,MAN Energy Solutions,South Korea,Japan,2268,Bulkers,
Shagang Hongfa,Bulk Carrier,93228,179461,2011,291.97,In Service,Unisea Shipping,Unisea Shipping,Jiangsu Shagang,Liberia,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,Greece,2408,Bulkers,
Frontier Harvest,Bulk Carrier,93228,179420,2011,291.97,In Service,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Japan,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,Japan,2390,Bulkers,
Jag Anand,Bulk Carrier,93227,179250,2011,291.92,In Service,Great Eastern Shpg,Great Eastern Shpg,Great Eastern Shpg,India,,IFO 380,Diesel 2-Stroke,,,2400,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,India,2383,Bulkers,
Cape Dream,Bulk Carrier,93227,179250,2011,291.92,In Service,K-Line,K-Line,K-Line,Panama,,IFO 380,Diesel 2-Stroke,,,2400,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,Japan,2384,Bulkers,
Cape Keystone,Bulk Carrier,93227,179250,2011,291.92,In Service,K-Line,K-Line,K-Line,Panama,,IFO 380,Diesel 2-Stroke,,,2400,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,Japan,2385,Bulkers,
Aquamaka,Bulk Carrier,93216,179362,2009,291.97,In Service,GoodBulk,GoodBulk,GoodBulk,Liberia,,IFO 380,Diesel 2-Stroke,,,2880,18663,IFO 380,,15.3,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,Monaco,2123,Bulkers,
Korona D,Bulk Carrier,93216,179362,2011,291.97,In Service,Marmaras Navigation,Marmaras Navigation,Marmaras Navigation,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,,,18663,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,18.2,45,MAN Energy Solutions,South Korea,Greece,2194,Bulkers,67
Meredith Victory,Bulk Carrier,93216,179362,2009,291.97,In Service,Sinokor Merchant,Sinokor Merchant,Sinokor Merchant,Panama,Fitted,IFO 380,Diesel 2-Stroke,,,,18663,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,South Korea,2122,Bulkers,
Seattle,Bulk Carrier,93216,179362,2011,291.97,In Service,Diana Shipping,Diana Shipping,Diana Shipping,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,2880,18663,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,18.22,45,MAN Energy Solutions,South Korea,Greece,2195,Bulkers,67
Agios Charalambos,Bulk Carrier,93199,184872,2003,290,In Service,Times Navigation,Times Navigation,Times Navigation,Bahamas,,IFO 380,Diesel 2-Stroke,,,,16861,IFO 380,,,,,,N,6S70MC6.1,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.7,17.98,47,MAN Energy Solutions,Japan,Greece,1555,Bulkers,58
Imperius,Bulk Carrier,93196,179062,2011,292,In Service,Enterprises Shipping,Enterprises Shipping,Enterprises Shipping,Isle of Man,,IFO 380,Diesel 2-Stroke,,,2400,18660,,,,,,62,N,6S70ME-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.6,18.3,45,MAN Energy Solutions,South Korea,Greece,S1028,Bulkers,57.1
Championship,Bulk Carrier,93196,179238,2011,292,In Service,Seanergy Maritime,Seanergy Maritime,Cargill Ocn Trnsprt,Marshall Is.,Fitted,IFO 380,Diesel 2-Stroke,,,2400,18660,IFO 380,,,,,62,N,6S70ME-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.2,18.32,45,MAN Energy Solutions,South Korea,Greece,S1029,Bulkers,57.1
Solar Hope,Bulk Carrier,93196,179385,2010,292.26,In Service,Polaris Shipping,Polaris Shipping,Polaris Shipping,Hong Kong,Fitted,IFO 380,Diesel 2-Stroke,,,2370,18660,IFO 380,,,,,58,N,6S70ME-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15,18.32,45,MAN Energy Solutions,South Korea,South Korea,S1094,Bulkers,
Solar Glory,Bulk Carrier,93196,179385,2011,292.26,In Service,Polaris Shipping,Polaris Shipping,Polaris Shipping,Hong Kong,Pending,IFO 380,Diesel 2-Stroke,,,2370,18660,IFO 380,,,,,58,N,6S70ME-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15,18.32,45,MAN Energy Solutions,South Korea,South Korea,S1095,Bulkers,
Spartacus,Bulk Carrier,93196,179156,2011,292,In Service,Enterprises Shipping,Enterprises Shipping,Enterprises Shipping,Isle of Man,,IFO 380,Diesel 2-Stroke,,,2400,18660,IFO 380,,,,,62,N,6S70ME-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.6,18.32,45,MAN Energy Solutions,South Korea,Greece,S1030,Bulkers,57.1
Taurus,Bulk Carrier,93196,179067,2011,292,In Service,Enterprises Shipping,Enterprises Shipping,Enterprises Shipping,Isle of Man,,IFO 380,Diesel 2-Stroke,,,2400,18660,,,,,,62,N,6S70ME-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.6,18.32,45,MAN Energy Solutions,South Korea,Greece,S1031,Bulkers,57.1
Solar Frontier,Bulk Carrier,93196,179259,2011,292.26,In Service,Polaris Shipping,Polaris Shipping,Polaris Shipping,Hong Kong,Pending,IFO 380,Diesel 2-Stroke,,,2370,18660,,,,,,58,N,6S70ME-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15,18.32,45,MAN Energy Solutions,South Korea,South Korea,S1096,Bulkers,
Solar Icon,Bulk Carrier,93196,179322,2011,292.26,In Service,Polaris Shipping,Polaris Shipping,Polaris Shipping,Hong Kong,Fitted,IFO 380,Diesel 2-Stroke,,,2369,18660,,,,,,58,N,6S70ME-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15,18.32,45,MAN Energy Solutions,South Korea,South Korea,S1097,Bulkers,
Great Yuan,Bulk Carrier,93186,179436,2010,292,In Service,Sinotrans Shipping,China Merchants,Sinotrans Shipping,Hong Kong,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,100,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,China P.R.,2259,Bulkers,63
Knightship,Bulk Carrier,93186,178978,2010,292,In Service,Seanergy Maritime,Seanergy Maritime,Seanergy Maritime,Liberia,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,100,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,Greece,2258,Bulkers,63
Star Janni,Bulk Carrier,93186,178987,2010,292,In Service,Star Bulk Carriers,Star Bulk Carriers,Star Bulk Carriers,Liberia,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,100,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,Greece,2253,Bulkers,63
Great Sui,Bulk Carrier,93186,178978,2010,292,In Service,Sinotrans Shipping,China Merchants,Sinotrans Shipping,Hong Kong,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,100,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,China P.R.,2255,Bulkers,63
Star Marianne,Bulk Carrier,93186,178906,2010,292,In Service,Star Bulk Carriers,Star Bulk Carriers,Star Bulk Carriers,Liberia,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,100,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,Greece,S488,Bulkers,63
E.R. Buenos Aires,Bulk Carrier,93186,178978,2010,292,In Service,Zeaborn Ship Mgmt,Zeaborn,Zeaborn Ship Mgmt,Liberia,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,100,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,Germany,2256,Bulkers,63
Navios Aster,Bulk Carrier,93186,178978,2010,292,In Service,Navios MLP,Navios Holdings,Navios MLP,Liberia,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,100,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,13,18.2,45,MAN Energy Solutions,South Korea,Greece,2257,Bulkers,50.7
E.R. Borneo,Bulk Carrier,93186,178987,2010,291.97,In Service,Zeaborn Ship Mgmt,Zeaborn,K-Line Bulk Shpg.,Liberia,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,100,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,Germany,2252,Bulkers,63
E.R. Bayonne,Bulk Carrier,93186,178978,2010,292,In Service,Zeaborn Ship Mgmt,Zeaborn,Zeaborn Ship Mgmt,Liberia,,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,100,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,Germany,2254,Bulkers,63
Lordship,Bulk Carrier,93186,178838,2010,292,In Service,Seanergy Maritime,Seanergy Maritime,Seanergy Maritime,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,100,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,13,18.2,45,MAN Energy Solutions,South Korea,Greece,S487,Bulkers,50.7
Frontier Sky,Bulk Carrier,93182,179288,2012,291.97,Repairs,Nippon Yusen Kaisha,Nippon Yusen Kaisha,,Japan,,MR1-100,Diesel 2-Stroke,,,2880,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,Japan,2392,Bulkers,
Partnership,Bulk Carrier,93175,179213,2012,291.97,In Service,Seanergy Maritime,Seanergy Maritime,Seanergy Maritime,Marshall Is.,Fitted,IFO 380,Diesel 2-Stroke,,,,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.47,18.22,45,MAN Energy Solutions,South Korea,Greece,S559,Bulkers,
Winning Spirit,Bulk Carrier,93175,179213,2011,291.97,In Service,Winning Intl,Winning Intl,Winning Intl,Singapore,,IFO 180,Diesel 2-Stroke,,,,18387,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.8,18.2,45,MAN Energy Solutions,South Korea,China P.R.,S558,Bulkers,68
Winning Progress,Bulk Carrier,93169,179166,2011,292,In Service,Winning Intl,Winning Intl,Winning Intl,Singapore,,IFO 380,Diesel 2-Stroke,,,,18660,IFO 380,,,,,56,N,6S70MC-C8.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.32,45,MAN Energy Solutions,South Korea,China P.R.,S1098,Bulkers,
Kumiai Shagang,Bulk Carrier,93169,179191,2011,292,In Service,Kumiai Senpaku KK,Kumiai Senpaku KK,Kumiai Senpaku KK,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,2400,18660,IFO 380,,,,,56,N,6S70ME-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.32,45,MAN Energy Solutions,South Korea,Japan,S1099,Bulkers,
True Endurance,Bulk Carrier,93166,179147,2012,291.97,In Service,Defender Holding,Defender Holding,Defender Holding,Liberia,,IFO 380,Diesel 2-Stroke,,,2400,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,Bermuda,2381,Bulkers,
HL Vision,Bulk Carrier,93153,179135,2011,292,In Service,H-Line Shipping,H-Line Shipping,H-Line Shipping,Panama,Fitted,IFO 380,Diesel 2-Stroke,,,3000,18660,IFO 380,,,,,103,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,South Korea,S467,Bulkers,
HL Success,Bulk Carrier,93153,179156,2011,291.97,In Service,H-Line Shipping,H-Line Shipping,H-Line Shipping,Panama,Fitted,IFO 380,Diesel 2-Stroke,,,3000,18660,IFO 380,,,,,103,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,South Korea,S468,Bulkers,
Densa Shark,Bulk Carrier,93153,179227,2012,291.97,In Service,Marinsa Denizcilik,Marinsa Denizcilik,Marinsa Denizcilik,Malta,,IFO 380,Diesel 2-Stroke,,,,19620,IFO 380,,15.4,,,,N,6S70MC-C8.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,Turkey,2494,Bulkers,
SM Newcastle,Bulk Carrier,93152,179194,2010,291.97,In Service,Korea Shipping Corp,SM Group,Korea Shipping Corp,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,South Korea,S421,Bulkers,
SM Gladstone,Bulk Carrier,93152,179255,2010,291.97,In Service,Korea Shipping Corp,SM Group,Korea Shipping Corp,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,South Korea,S422,Bulkers,
Ocean Road,Bulk Carrier,93152,179147,2009,292,In Service,Korea Line,SM Group,Berge Bulk,Panama,Fitted,IFO 380,Diesel 2-Stroke,,,2880,18651,IFO 380,,,,,110,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,South Korea,2240,Bulkers,
Winning Rich,Bulk Carrier,93152,179221,2010,291.97,In Service,Winning Intl,Winning Intl,Winning Intl,Singapore,,IFO 380,Diesel 2-Stroke,,,,18651,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,China P.R.,S471,Bulkers,
HL Saldanha Bay,Bulk Carrier,93152,179147,2010,292,In Service,H-Line Shipping,H-Line Shipping,H-Line Shipping,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,South Korea,2198,Bulkers,
HL Dalrymple Bay,Bulk Carrier,93152,179147,2010,292,In Service,H-Line Shipping,H-Line Shipping,H-Line Shipping,Panama,Pending,IFO 380,Diesel 2-Stroke,,,,18663,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,South Korea,2199,Bulkers,
HL Dangjin,Bulk Carrier,93152,179185,2010,292,In Service,H-Line Shipping,H-Line Shipping,H-Line Shipping,Panama,,IFO 380,Diesel 2-Stroke,,,,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,18.2,45,MAN Energy Solutions,South Korea,South Korea,2266,Bulkers,67
Youngheung,Bulk Carrier,93152,179221,2010,291.97,In Service,Korea Shipping Corp,SM Group,Korea Shipping Corp,Marshall Is.,Pending,IFO 380,Diesel 2-Stroke,,,,18651,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.8,18.2,45,MAN Energy Solutions,South Korea,South Korea,S472,Bulkers,67
HL Port Hedland,Bulk Carrier,93152,179283,2010,291.97,Repairs,H-Line Shipping,H-Line Shipping,,Panama,,IFO 380,Diesel 2-Stroke,,,,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,South Korea,S425,Bulkers,
Giant Ace,Bulk Carrier,93152,179147,2009,292,In Service,Korea Line,SM Group,Berge Bulk,Panama,Fitted,IFO 380,Diesel 2-Stroke,,,2880,18651,IFO 380,,,,,110,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.6,18.22,45,MAN Energy Solutions,South Korea,South Korea,2239,Bulkers,
Dong-A Oknos,Bulk Carrier,93152,179329,2010,291.97,In Service,Dong-A Tanker Co,Dong-A Tanker Co,Dong-A Tanker Co,Panama,,IFO 380,Diesel 2-Stroke,,,,18663,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,South Korea,2182,Bulkers,
HL Shinboryeong,Bulk Carrier,93152,179294,2010,291.97,In Service,H-Line Shipping,H-Line Shipping,H-Line Shipping,Panama,,IFO 380,Diesel 2-Stroke,,,,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,South Korea,S424,Bulkers,
Pan Advance,Bulk Carrier,93152,179185,2009,291.97,In Service,Pan Ocean,Pan Ocean,Pan Ocean,Panama,Fitted,IFO 380,Diesel 2-Stroke,,,,18663,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14,18.2,45,MAN Energy Solutions,South Korea,South Korea,2112,Bulkers,58
F. Sun,Bulk Carrier,93152,179185,2009,291.97,In Service,Five Ocean Corp,Five Ocean Corp,Five Ocean Corp,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,18660,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.2,45,MAN Energy Solutions,South Korea,South Korea,2113,Bulkers,
Dong-A Astrea,Bulk Carrier,93152,179329,2010,292,In Service,Dong-A Tanker Co,Dong-A Tanker Co,Dong-A Tanker Co,South Korea,,IFO 380,Diesel 2-Stroke,,,,18663,IFO 380,,,,,,N,6S70MC-C7.2,S70,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.3,18.22,45,MAN Energy Solutions,South Korea,South Korea,2106,Bulkers,
